ufcstats_fighter_id,ufcstats_url,name,record,dob,height_in,reach_in,stance,fetched_at
1e327b281ef6a745,http://ufcstats.com/fighter-details/1e327b281ef6a745,Adlan Amagov,14-2-1,1986-10-30,74.0,76.0,Orthodox,2026-02-24T04:57:14.712344+00:00
bfa8f263815cfa2e,http://ufcstats.com/fighter-details/bfa8f263815cfa2e,Adrian Diaz,11-4-1,1988-04-26,70.0,,Southpaw,2026-02-24T05:02:18.786884+00:00
e3b30b573e7f0d19,http://ufcstats.com/fighter-details/e3b30b573e7f0d19,Adrian Luna Martinetti,17-1-0,1995-08-20,68.0,71.0,,2026-02-24T05:03:22.010996+00:00
e7ec11096eac0282,http://ufcstats.com/fighter-details/e7ec11096eac0282,Adrian Serrano,56-29-4,1963-12-23,68.0,,,2026-02-24T05:03:28.956908+00:00
0232cabbc30a2372,http://ufcstats.com/fighter-details/0232cabbc30a2372,Adrian Yanez,17-6-0,1993-11-29,67.0,70.0,Orthodox,2026-02-24T04:56:37.425609+00:00
7dcf06c1967801c1,http://ufcstats.com/fighter-details/7dcf06c1967801c1,Adriano Martins,28-9-0,1982-12-16,70.0,72.0,Southpaw,2026-02-24T04:59:36.845199+00:00
c6e6926a81adcd00,http://ufcstats.com/fighter-details/c6e6926a81adcd00,Adriano Santos,0-1-0,,,,,2026-02-24T05:02:34.394646+00:00
b2efa582adf73604,http://ufcstats.com/fighter-details/b2efa582adf73604,Agulali,13-2-0,2005-04-07,69.0,67.0,Switch,2026-02-24T05:01:53.892412+00:00
bf7a64d9ae343e86,http://ufcstats.com/fighter-details/bf7a64d9ae343e86,Ahmad Hassanzada,11-3-0,1996-11-20,73.0,75.0,Orthodox,2026-02-24T05:02:18.406014+00:00
24656ef4d605c96f,http://ufcstats.com/fighter-details/24656ef4d605c96f,Aiemann Zahabi,14-2-0,1987-11-19,68.0,68.0,Orthodox,2026-02-24T04:57:23.022130+00:00
06e4245d16fc5315,http://ufcstats.com/fighter-details/06e4245d16fc5315,Ailin Perez,12-2-0,1994-10-05,65.0,66.0,Switch,2026-02-24T04:56:44.182374+00:00
e50cd77732d39967,http://ufcstats.com/fighter-details/e50cd77732d39967,Aisling Daly,16-6-0,1987-12-24,62.0,64.0,Orthodox,2026-02-24T05:03:24.298885+00:00
c136b2a8852da5bd,http://ufcstats.com/fighter-details/c136b2a8852da5bd,Akbarh Arreola,23-11-1,1983-01-14,70.0,71.0,Southpaw,2026-02-24T05:02:23.447792+00:00
b2acebbef8da14ea,http://ufcstats.com/fighter-details/b2acebbef8da14ea,Akihiro Gono,35-21-8,1974-10-07,67.0,68.0,Switch,2026-02-24T05:01:53.740018+00:00
1bf49bf829964144,http://ufcstats.com/fighter-details/1bf49bf829964144,Akihito Tanaka,2-2-0,1983-03-09,,,Southpaw,2026-02-24T04:57:10.979834+00:00
3f52ce18fb98008f,http://ufcstats.com/fighter-details/3f52ce18fb98008f,Akira Corassani,12-6-0 (1 NC),1982-08-27,68.0,68.0,Orthodox,2026-02-24T04:57:57.858423+00:00
9c37681096c6f3a9,http://ufcstats.com/fighter-details/9c37681096c6f3a9,Akira Kikuchi,16-4-0,1978-07-23,68.0,,Orthodox,2026-02-24T05:01:10.054018+00:00
b0c95dc8e858452c,http://ufcstats.com/fighter-details/b0c95dc8e858452c,Akira Shoji,14-17-5,1974-01-31,68.0,,Orthodox,2026-02-24T05:01:50.556584+00:00
c95fbc085e17a532,http://ufcstats.com/fighter-details/c95fbc085e17a532,Akitoshi Tamura,21-18-2,1980-05-31,69.0,70.0,Orthodox,2026-02-24T05:02:37.700816+00:00
6c9383ffab2725a5,http://ufcstats.com/fighter-details/6c9383ffab2725a5,Akiyo Nishiura,13-8-1,1983-08-08,68.0,,Southpaw,2026-02-24T04:59:09.920874+00:00
59279a7c978f7da0,http://ufcstats.com/fighter-details/59279a7c978f7da0,Al Iaquinta,14-7-1,1987-04-30,70.0,70.0,Orthodox,2026-02-24T04:58:39.784145+00:00
eec3fe66a8b11a26,http://ufcstats.com/fighter-details/eec3fe66a8b11a26,Al Matavao,8-3-0,1994-02-23,68.0,67.0,Orthodox,2026-02-24T05:03:39.704045+00:00
c9a94278df042f46,http://ufcstats.com/fighter-details/c9a94278df042f46,Alan Baudot,8-3-0 (2 NC),1988-02-01,75.0,79.0,Orthodox,2026-02-24T05:02:38.500208+00:00
4130a743d9d22163,http://ufcstats.com/fighter-details/4130a743d9d22163,Alan Belcher,18-8-0,1984-04-24,74.0,75.0,Orthodox,2026-02-24T04:57:59.856260+00:00
0a66de3a797cf73a,http://ufcstats.com/fighter-details/0a66de3a797cf73a,Alan Gomez,2-0-0,,,,,2026-02-24T04:56:48.404886+00:00
cf65d56b0755ed3b,http://ufcstats.com/fighter-details/cf65d56b0755ed3b,Alan Jouban,17-7-0,1981-11-25,72.0,73.0,Southpaw,2026-02-24T05:02:48.864463+00:00
f2ad06f1007c481a,http://ufcstats.com/fighter-details/f2ad06f1007c481a,Alan Omer,20-5-0,1988-09-14,70.0,,Orthodox,2026-02-24T05:03:45.023598+00:00
cd7763bcadb5d4c8,http://ufcstats.com/fighter-details/cd7763bcadb5d4c8,Alan Patrick,15-4-0 (1 NC),1983-07-19,71.0,74.0,Southpaw,2026-02-24T05:02:46.512917+00:00
1897b7b913736a7c,http://ufcstats.com/fighter-details/1897b7b913736a7c,Alatengheili,17-10-2,1991-12-14,65.0,66.0,Orthodox,2026-02-24T04:57:06.435690+00:00
a7a79b8efbceaaac,http://ufcstats.com/fighter-details/a7a79b8efbceaaac,Alavutdin Gadjiev,18-13-1,1982-06-23,74.0,,Orthodox,2026-02-24T05:01:34.635450+00:00
d8d7b24d276c8cb0,http://ufcstats.com/fighter-details/d8d7b24d276c8cb0,Albert Cheng,7-4-0,1985-02-07,71.0,,Orthodox,2026-02-24T05:03:09.591198+00:00
6b7c7460855dbbb9,http://ufcstats.com/fighter-details/6b7c7460855dbbb9,Albert Duraev,16-5-0,1989-01-05,71.0,75.0,Orthodox,2026-02-24T04:59:08.816866+00:00
544d7460b3e44393,http://ufcstats.com/fighter-details/544d7460b3e44393,Albert Morales,7-4-1,1991-05-25,69.0,72.0,Orthodox,2026-02-24T04:58:33.358285+00:00
868a78f2e810a837,http://ufcstats.com/fighter-details/868a78f2e810a837,Albert Rios,13-6-0,,68.0,,,2026-02-24T04:59:46.839736+00:00
ff6a1f63c254127e,http://ufcstats.com/fighter-details/ff6a1f63c254127e,Albert Tumenov,18-4-0,1991-12-26,71.0,73.0,Orthodox,2026-02-24T05:04:08.649443+00:00
6e02c318762f52f1,http://ufcstats.com/fighter-details/6e02c318762f52f1,Alberta Cerra Leon,0-1-0,,68.0,,,2026-02-24T04:59:12.730955+00:00
25433871e4eee0f4,http://ufcstats.com/fighter-details/25433871e4eee0f4,Alberto Crane,15-5-0,1976-07-14,65.0,,Orthodox,2026-02-24T04:57:24.050195+00:00
4b1d46a1b5c0fd11,http://ufcstats.com/fighter-details/4b1d46a1b5c0fd11,Alberto Mina,13-1-0,1982-05-02,72.0,77.0,Orthodox,2026-02-24T04:58:19.754740+00:00
a112097ad877a48f,http://ufcstats.com/fighter-details/a112097ad877a48f,Alberto Montes,11-1-0,1994-05-31,67.0,69.0,Orthodox,2026-02-24T05:01:17.958937+00:00
8f2deefe8c5dfb5d,http://ufcstats.com/fighter-details/8f2deefe8c5dfb5d,Alberto Uda,12-2-0,1984-08-08,75.0,,Orthodox,2026-02-24T04:59:58.740832+00:00
5e9ca8dd7d783a75,http://ufcstats.com/fighter-details/5e9ca8dd7d783a75,Alden Coria,12-3-0 (1 NC),1998-04-24,68.0,67.0,Orthodox,2026-02-24T04:58:47.222769+00:00
d23d5960ac5e117c,http://ufcstats.com/fighter-details/d23d5960ac5e117c,Alejandro Flores,17-3-0,1991-08-06,70.0,73.0,Orthodox,2026-02-24T05:02:54.405980+00:00
e5dc36e0aba7e9da,http://ufcstats.com/fighter-details/e5dc36e0aba7e9da,Alejandro Garcia,14-10-0 (1 NC),1980-10-20,67.0,,,2026-02-24T05:03:26.562273+00:00
80daefbed11ce998,http://ufcstats.com/fighter-details/80daefbed11ce998,Alejandro Perez,23-9-1,1989-09-02,66.0,67.0,Orthodox,2026-02-24T04:59:39.932041+00:00
c2a670b22d2e196f,http://ufcstats.com/fighter-details/c2a670b22d2e196f,Aleksa Camur,6-3-0,1995-09-25,73.0,74.0,Orthodox,2026-02-24T05:02:26.405898+00:00
333b9e5c723ac873,http://ufcstats.com/fighter-details/333b9e5c723ac873,Aleksandar Rakic,14-6-0,1992-02-06,76.0,78.0,Orthodox,2026-02-24T04:57:43.999162+00:00
f54200f1dfb9b5d4,http://ufcstats.com/fighter-details/f54200f1dfb9b5d4,Aleksander Emelianenko,23-7-0,1981-08-02,78.0,,Orthodox,2026-02-24T05:03:48.587589+00:00
e76d9f656ceb82ab,http://ufcstats.com/fighter-details/e76d9f656ceb82ab,Aleksandra Albu,3-2-0,1990-07-14,62.0,63.0,Orthodox,2026-02-24T05:03:28.447346+00:00
4a6dff1b260bcf61,http://ufcstats.com/fighter-details/4a6dff1b260bcf61,Aleksandre Topuria,7-1-0,1996-01-28,67.0,68.0,Orthodox,2026-02-24T04:58:18.167387+00:00
e2ccd9a9ace60de7,http://ufcstats.com/fighter-details/e2ccd9a9ace60de7,Aleksei Kunchenko,20-2-0,1984-05-02,68.0,70.0,Orthodox,2026-02-24T05:03:21.233929+00:00
98c23cb6da5b3352,http://ufcstats.com/fighter-details/98c23cb6da5b3352,Aleksei Oleinik,60-17-1,1977-06-20,74.0,80.0,Orthodox,2026-02-24T05:00:56.776164+00:00
70fa1c64a2c439ef,http://ufcstats.com/fighter-details/70fa1c64a2c439ef,Alen Amedovski,8-4-0,1988-04-06,70.0,74.0,Orthodox,2026-02-24T04:59:16.740159+00:00
3fa97913cfd205d3,http://ufcstats.com/fighter-details/3fa97913cfd205d3,Alessandro Costa,14-5-0,1996-01-28,64.0,67.0,Orthodox,2026-02-24T04:57:58.140966+00:00
77d7295d1b22c694,http://ufcstats.com/fighter-details/77d7295d1b22c694,Alessio Di Chirico,13-7-0,1989-12-12,72.0,74.0,Orthodox,2026-02-24T04:59:26.721203+00:00
7f955f71fa2ce7ac,http://ufcstats.com/fighter-details/7f955f71fa2ce7ac,Alessio Sakara,19-11-0 (2 NC),1981-09-02,72.0,72.0,Orthodox,2026-02-24T04:59:38.785424+00:00
1562b12763cc8d67,http://ufcstats.com/fighter-details/1562b12763cc8d67,Alex Andrade,10-5-0,1974-05-14,71.0,,Orthodox,2026-02-24T04:56:58.843497+00:00
7aa3d6964eff4877,http://ufcstats.com/fighter-details/7aa3d6964eff4877,Alex Caceres,21-15-0 (1 NC),1988-06-20,70.0,73.0,Southpaw,2026-02-24T04:59:31.152753+00:00
26b63bc5c0c1f65d,http://ufcstats.com/fighter-details/26b63bc5c0c1f65d,Alex Chambers,5-5-0,1978-10-25,63.0,63.0,Southpaw,2026-02-24T04:57:25.643551+00:00
c3ded6f7155f9ea4,http://ufcstats.com/fighter-details/c3ded6f7155f9ea4,Alex Da Silva,21-4-0,1996-02-04,68.0,73.0,Orthodox,2026-02-24T05:02:29.055915+00:00
a2b12c3f3d60ff69,http://ufcstats.com/fighter-details/a2b12c3f3d60ff69,Alex Garcia,15-6-0,1987-07-14,69.0,72.0,Orthodox,2026-02-24T05:01:21.578426+00:00
762c69860eef65d8,http://ufcstats.com/fighter-details/762c69860eef65d8,Alex Gilpin,11-1-0,1992-03-26,67.0,,Orthodox,2026-02-24T04:59:24.494587+00:00
803bebcfb6d6f506,http://ufcstats.com/fighter-details/803bebcfb6d6f506,Alex Gorgees,6-1-0,1995-08-11,74.0,74.0,Switch,2026-02-24T04:59:39.194035+00:00
baa5358456803df8,http://ufcstats.com/fighter-details/baa5358456803df8,Alex Hunter,2-0-0,,69.0,,Orthodox,2026-02-24T05:02:09.632430+00:00
e361e5c858af6ff1,http://ufcstats.com/fighter-details/e361e5c858af6ff1,Alex Karalexis,10-6-0,1977-09-20,68.0,66.0,Orthodox,2026-02-24T05:03:21.907519+00:00
cdb96af67d096b1e,http://ufcstats.com/fighter-details/cdb96af67d096b1e,Alex Morono,24-13-0 (1 NC),1990-08-16,71.0,72.0,Orthodox,2026-02-24T05:02:46.904959+00:00
2b6d855c6e280fb1,http://ufcstats.com/fighter-details/2b6d855c6e280fb1,Alex Nicholson,7-4-0,1990-05-02,76.0,77.0,Orthodox,2026-02-24T04:57:33.079061+00:00
57b10fca4f9c9a7a,http://ufcstats.com/fighter-details/57b10fca4f9c9a7a,Alex Oliveira,22-12-1 (2 NC),1988-02-21,71.0,76.0,Orthodox,2026-02-24T04:58:38.661071+00:00
e5549c82bfb5582d,http://ufcstats.com/fighter-details/e5549c82bfb5582d,Alex Pereira,13-3-0,1987-07-07,76.0,79.0,Orthodox,2026-02-24T05:03:24.814024+00:00
ab2b4ff41d6ebe0f,http://ufcstats.com/fighter-details/ab2b4ff41d6ebe0f,Alex Perez,26-10-0,1992-03-21,66.0,65.0,Orthodox,2026-02-24T05:01:41.316334+00:00
dc07493a87dc0a6e,http://ufcstats.com/fighter-details/dc07493a87dc0a6e,Alex Reyes,13-5-0,1986-10-02,71.0,73.0,Orthodox,2026-02-24T05:03:12.732046+00:00
bf9bc96336922271,http://ufcstats.com/fighter-details/bf9bc96336922271,Alex Ricci,10-5-0,1982-07-21,71.0,,Orthodox,2026-02-24T05:02:18.573508+00:00
fdfef29ba17ee525,http://ufcstats.com/fighter-details/fdfef29ba17ee525,Alex Schoenauer,15-10-0,1976-05-05,75.0,,Orthodox,2026-02-24T05:04:05.514272+00:00
253d3f9e97ca149a,http://ufcstats.com/fighter-details/253d3f9e97ca149a,Alex Serdyukov,8-5-0,1980-05-24,74.0,74.0,Orthodox,2026-02-24T04:57:23.566995+00:00
d18dbcb0f8e2b55d,http://ufcstats.com/fighter-details/d18dbcb0f8e2b55d,Alex Soto,8-3-1,1984-02-15,68.0,,Southpaw,2026-02-24T05:02:52.647367+00:00
df5a77121ba84a5d,http://ufcstats.com/fighter-details/df5a77121ba84a5d,Alex Stiebling,19-11-1 (1 NC),1976-12-26,74.0,,Southpaw,2026-02-24T05:03:16.930588+00:00
e4e0f310b3cf23a8,http://ufcstats.com/fighter-details/e4e0f310b3cf23a8,Alex Torres,5-4-0,1988-05-29,70.0,,Orthodox,2026-02-24T05:03:23.576249+00:00
c17041f1bb5768d8,http://ufcstats.com/fighter-details/c17041f1bb5768d8,Alex White,13-6-0,1988-10-22,72.0,71.0,Southpaw,2026-02-24T05:02:24.201777+00:00
02d808afb96669de,http://ufcstats.com/fighter-details/02d808afb96669de,Alex Zuniga,6-3-0,,,,,2026-02-24T04:56:38.202744+00:00
e8b731feff72294b,http://ufcstats.com/fighter-details/e8b731feff72294b,Alexa Grasso,16-5-1,1993-08-09,65.0,66.0,Orthodox,2026-02-24T05:03:30.069281+00:00
15dedd05f8bcb475,http://ufcstats.com/fighter-details/15dedd05f8bcb475,Alexander Crispim,8-6-0,,,,,2026-02-24T04:56:58.955786+00:00
3c6976f8182d9527,http://ufcstats.com/fighter-details/3c6976f8182d9527,Alexander Gustafsson,18-8-0,1987-01-15,77.0,79.0,Orthodox,2026-02-24T04:57:55.283357+00:00
262a7d06203657e6,http://ufcstats.com/fighter-details/262a7d06203657e6,Alexander Hernandez,18-8-0,1992-10-01,69.0,72.0,Orthodox,2026-02-24T04:57:24.761230+00:00
938ea36fe9c269f0,http://ufcstats.com/fighter-details/938ea36fe9c269f0,Alexander Morgan,11-5-0,1991-05-14,70.0,71.0,Orthodox,2026-02-24T05:00:11.652376+00:00
f8f1ec513bcfef43,http://ufcstats.com/fighter-details/f8f1ec513bcfef43,Alexander Munoz,7-2-0,1990-02-27,69.0,72.0,Switch,2026-02-24T05:03:54.530910+00:00
865aa315ea62c511,http://ufcstats.com/fighter-details/865aa315ea62c511,Alexander Otsuka,5-13-0,1971-07-17,73.0,,Orthodox,2026-02-24T04:59:46.662371+00:00
56bf3ed155bd0fcd,http://ufcstats.com/fighter-details/56bf3ed155bd0fcd,Alexander Poppeck,9-3-0,1992-04-06,74.0,,Orthodox,2026-02-24T04:58:36.448887+00:00
f1451d605bad178e,http://ufcstats.com/fighter-details/f1451d605bad178e,Alexander Soldatkin,14-4-0,1993-06-10,74.0,75.0,Orthodox,2026-02-24T05:03:42.862442+00:00
73abb7a5c57fb443,http://ufcstats.com/fighter-details/73abb7a5c57fb443,Alexander Trevino,7-7-0,,,,,2026-02-24T04:59:20.101806+00:00
e1248941344b3288,http://ufcstats.com/fighter-details/e1248941344b3288,Alexander Volkanovski,28-4-0,1988-09-29,66.0,71.0,Orthodox,2026-02-24T05:03:19.255185+00:00
279566840aa55bf2,http://ufcstats.com/fighter-details/279566840aa55bf2,Alexander Volkov,39-11-0,1988-10-24,79.0,80.0,Orthodox,2026-02-24T04:57:27.860263+00:00
d06f8869449ba7bd,http://ufcstats.com/fighter-details/d06f8869449ba7bd,Alexander Yakovlev,24-10-1,1984-07-18,75.0,74.0,Southpaw,2026-02-24T05:02:50.559426+00:00
c0badf3243907e59,http://ufcstats.com/fighter-details/c0badf3243907e59,Alexandr Romanov,18-3-0,1990-12-11,74.0,75.0,Southpaw,2026-02-24T05:02:22.402888+00:00
8fd1f27e86661ede,http://ufcstats.com/fighter-details/8fd1f27e86661ede,Alexandre Barros,22-11-0,1976-11-19,69.0,,Southpaw,2026-02-24T05:00:00.449650+00:00
8dc46e9a7895ce1a,http://ufcstats.com/fighter-details/8dc46e9a7895ce1a,Alexandre Dantas,0-3-0,1979-03-01,74.0,,Orthodox,2026-02-24T04:59:57.126175+00:00
28ba5f27e473420c,http://ufcstats.com/fighter-details/28ba5f27e473420c,Alexandre Ferreira,18-6-0,1979-04-25,67.0,,Orthodox,2026-02-24T04:57:29.497688+00:00
4c27ca8c8481f79a,http://ufcstats.com/fighter-details/4c27ca8c8481f79a,Alexandre Franca Nogueira,18-6-3,1978-01-15,67.0,,Orthodox,2026-02-24T04:58:21.551381+00:00
a0f0004aadf10b71,http://ufcstats.com/fighter-details/a0f0004aadf10b71,Alexandre Pantoja,30-6-0,1990-04-16,65.0,67.0,Orthodox,2026-02-24T05:01:17.978766+00:00
4887e5bc4dbb73ff,http://ufcstats.com/fighter-details/4887e5bc4dbb73ff,Alexandru Lungu,14-4-0,1974-09-03,72.0,,Orthodox,2026-02-24T04:58:13.194609+00:00
545092d13c67aa49,http://ufcstats.com/fighter-details/545092d13c67aa49,Alexia Thainara,13-1-0,1995-11-20,64.0,67.0,Orthodox,2026-02-24T04:58:33.445405+00:00
4c2d90e335e6df19,http://ufcstats.com/fighter-details/4c2d90e335e6df19,Alexis Davis,21-11-0,1984-10-04,66.0,68.0,Orthodox,2026-02-24T04:58:22.259699+00:00
4ae4049426e0161d,http://ufcstats.com/fighter-details/4ae4049426e0161d,Alexis Dufresne,6-3-0,1990-08-31,69.0,,Orthodox,2026-02-24T04:58:19.597484+00:00
1e38bba6738b7b10,http://ufcstats.com/fighter-details/1e38bba6738b7b10,Alfonso Alcarez,1-3-1,1970-06-10,63.0,,,2026-02-24T04:57:14.600049+00:00
3929efe0c0a83d07,http://ufcstats.com/fighter-details/3929efe0c0a83d07,Alfred Khashakyan,8-3-0,1988-07-17,68.0,70.0,Orthodox,2026-02-24T04:57:51.165149+00:00
