uuid,promotion_id,promotions,links,strength
bdbdb4be-f4ec-5dab-9c82-21fadb6a387e,2522,A-Fight MMA,https://www.tapology.com/fightcenter/promotions/2522-a-fight-mma-afmma,0.69015
e00dd5a6-e57d-55ac-ba93-b868362ed281,3845,A-League,https://www.tapology.com/fightcenter/promotions/3845-a-league-al,0.707746
c4b732d7-d844-556b-bc9b-4d21219d76c8,2872,A-Toys Challenge Fight,https://www.tapology.com/fightcenter/promotions/2872-a-toys-challenge-fight-acf,0.683987
4ef6dd13-d843-504d-9cee-109d878daa59,2519,A.K Promotion,https://www.tapology.com/fightcenter/promotions/2519-a-k-promotion-akp,0.696307
2a858b29-dc7b-5ba8-853e-dd9820de5234,4114,AA Productions,https://www.tapology.com/fightcenter/promotions/4114-aa-productions-ccc,0.733267
a484770c-89ae-5e9f-b83c-3d2af2bd8635,3596,ABK Promotions,https://www.tapology.com/fightcenter/promotions/3596-abk-promotions-abk,0.667189
e47e19c0-8108-5cff-8001-2220a7cdd445,3378,ACCEL,https://www.tapology.com/fightcenter/promotions/3378-accel-accel,0.685398
a79f96b7-7e31-57c5-b765-4f5db188aaae,4143,ADAL Promotions,https://www.tapology.com/fightcenter/promotions/4143-adal-promotions-adal,0.695563
4be517cb-f109-551d-b559-457f056169d4,3324,AEBOX,https://www.tapology.com/fightcenter/promotions/3324-aebox-aebox,0.666824
d61d4217-41ac-5aee-b9eb-e52f15bd4a2c,4757,AF Boxing Gym & Promotion,https://www.tapology.com/fightcenter/promotions/4757-af-boxing-gym-promotion-afbg,0.718902
72db2d64-39a9-5678-b0ee-d93f69b8a69c,1695,AFC Fight Club,https://www.tapology.com/fightcenter/promotions/1695-afc-fight-club-afcfc,0.736777
7f09b095-c3e5-554f-9f59-da0e29cbe6bc,3963,AFC International League,https://www.tapology.com/fightcenter/promotions/3963-afc-international-league-afcil,0.736818
3cd7a160-f64e-54de-b9a0-84f8dea12719,2755,AHUUU BoxPromotion,https://www.tapology.com/fightcenter/promotions/2755-ahuuu-boxpromotion-ahuuu,0.674325
002dae13-b468-5469-ad0f-bb58472d6ffa,762,AK Entertainment,https://www.tapology.com/fightcenter/promotions/762-ak-entertainment-ak,0.685914
6b50436b-1583-54af-bad5-0027ba62169a,2444,AK Fighting Championship,https://www.tapology.com/fightcenter/promotions/2444-ak-fighting-championship-akfc,0.690971
cb0b7999-7c6b-5423-8a15-17eceb4d5401,4179,AKBF Fight League,https://www.tapology.com/fightcenter/promotions/4179-usa-karate-promotions-llc-usakp,0.736681
8c5684f0-45d2-50a1-b79b-fe3ab238202d,2527,ALA Boxing,https://www.tapology.com/fightcenter/promotions/2527-ala-boxing-alab,0.709468
6293766b-d5fe-54ea-8734-3b70129148cb,135,AM Ford Fight Night,https://www.tapology.com/fightcenter/promotions/135-am-ford-fight-night-amffn,0.6876
5401e793-1ccb-520a-8101-a3d0b9e0c07a,2306,ANES Fighting Championship,https://www.tapology.com/fightcenter/promotions/2306-anes-fighting-championship-anes,0.681843
06036de5-8386-5f66-a07e-f451ddc212f7,2470,ARB PRO,https://www.tapology.com/fightcenter/promotions/2470-arb-pro-arb,0.688827
7c7ec0c5-b7d2-5b25-b331-640c8f146f51,1322,ARENA Dortmund,https://www.tapology.com/fightcenter/promotions/1322-arena-dortmund-ad,0.730444
3c3319a0-dcde-5f81-bf89-4efab1d2bb1c,3121,ARES Fighting Championship,https://www.tapology.com/fightcenter/promotions/3121-ares-fighting-championship-afc,0.814922
1c77f724-1908-572b-8b62-018225e402bf,2648,AS Monaco Boxe,https://www.tapology.com/fightcenter/promotions/2648-as-monaco-boxe-asmb,0.692637
b6b1dacb-faf7-5a2e-97d3-6c47908d02de,1418,ATS Kombat,https://www.tapology.com/fightcenter/promotions/1418-ats-kombat-ats,0.728037
4433a4ef-6e26-5619-bbcf-1e9db77e67e4,4208,AWKA Championship,https://www.tapology.com/fightcenter/promotions/4208-awka-championship-awka,0.719315
a353eee9-342d-5343-9c22-109d9d910f10,2675,AZTK Boxing and MMA,https://www.tapology.com/fightcenter/promotions/2675-aztk-boxing-and-mma-aztk,0.683959
638b54e7-c0a5-5222-a2bf-b9dbb50ba82c,2384,Abadan FC,https://www.tapology.com/fightcenter/promotions/2384-abadan-fc-afc,0.706306
0cae5d9d-1afa-5455-8884-37ca815d9b20,1156,Abama Extreme,https://www.tapology.com/fightcenter/promotions/1156-abama-extreme,0.725962
16c1e819-b1f1-5dba-81e7-c71ef6c59ab9,289,Absolute Action MMA,https://www.tapology.com/fightcenter/promotions/289-absolute-action-mma-aamma,0.683299
923cdbcc-afcb-53b4-9dfe-0c6562c1627b,698,Absolute Cage Fighting,https://www.tapology.com/fightcenter/promotions/698-absolute-cage-fighting-acf,0.662158
60d2447f-cf63-5ed0-8a81-8ab26f9c9c40,1231,Absolute Cage Fighting,https://www.tapology.com/fightcenter/promotions/1231-absolute-cage-fighting-acf,0.662158
945572bc-300d-5a23-ae56-2f1a6fcce800,2130,Absolute Cage Fights,https://www.tapology.com/fightcenter/promotions/2130-absolute-cage-fights-acf,0.686052
1631a7c9-6bb1-51a7-9710-87bce54cf979,3640,Absolute Championship MMA,https://www.tapology.com/fightcenter/promotions/3640-absolute-championship-mma-acm,0.709
41f129a0-1286-54d7-8b70-90503e6c9027,1202,Absolute Chaos Fight Promotions,https://www.tapology.com/fightcenter/promotions/1202-absolute-chaos-fight-promotions-acfp,0.707736
7b26a600-0e28-58d5-b9b3-486f8054465d,92,Absolute Fighting Alliance,https://www.tapology.com/fightcenter/promotions/92-absolute-fighting-alliance-afa,0.669177
fac91c71-b067-5713-a95d-63c389db698f,1250,Absolute Fighting Canada,https://www.tapology.com/fightcenter/promotions/1250-absolute-fighting-canada-afc,0.700245
abb138b3-f974-56f4-801f-9370f5c147ea,3469,Absolute Fighting Challenge,https://www.tapology.com/fightcenter/promotions/3469-absolute-fighting-challenge-afc,0.664409
923f1da2-53e3-51d1-8988-e15a8255e043,960,Absolute Fighting Championship,https://www.tapology.com/fightcenter/promotions/960-absolute-fighting-championship-afc,0.701789
98d64816-6e97-5300-8dfc-852f834434bb,3218,Absolute Muay Thai,https://www.tapology.com/fightcenter/promotions/3218-absolute-muay-thai-amt,0.728682
d500d25a-72f4-5421-b35f-9ac9e2e5529e,1742,Absortio Gym,https://www.tapology.com/fightcenter/promotions/1742-absortio-gym-ag,0.704078
6a44d857-8ac0-577b-bee9-887e246d79e3,2671,Abu Dhabi Combat Club,https://www.tapology.com/fightcenter/promotions/2671-abu-dhabi-combat-club-adcc,0.70825
89588c8c-0fc7-5f24-ba52-7bc2d2e05c1d,1042,Abu Dhabi Fighting Championships,https://www.tapology.com/fightcenter/promotions/1042-abu-dhabi-fighting-championships-adfc,0.666713
82c66d14-6b02-514b-9b15-597ee26b3ae1,823,Academy Fighting Championship,https://www.tapology.com/fightcenter/promotions/823-academy-fighting-championship-afc,0.737459
81156058-d7ca-5722-a9fc-9ff8396d748b,520,Académie TNT,https://www.tapology.com/fightcenter/promotions/520-acadmie-tnt-atnt,0.677949
2a003e44-45c5-5f4d-8458-60feb47cf23e,2679,Ace Boxing Promotions,https://www.tapology.com/fightcenter/promotions/2679-ace-boxing-promotions-abp,0.691924
b80dd17f-dce3-59d9-9f12-5cdc9de1886c,1228,Ace Fighting Championship,https://www.tapology.com/fightcenter/promotions/1228-ace-fighting-championship-afc,0.668846
6d22466f-337d-5745-be3c-06e6c95777d8,4233,Acinaces Fighting Championship,https://www.tapology.com/fightcenter/promotions/4233-acinaces-fighting-championship-afc,0.67914
19c8e5ce-02e0-5483-bb19-150eba969f82,1877,Action Fight Championship,https://www.tapology.com/fightcenter/promotions/1877-action-fight-championship-afc,0.67807
d1ff2d19-f7a3-5f32-971f-104710f3377e,2511,Action Fight League,https://www.tapology.com/fightcenter/promotions/2511-underground-cage-fighting-championship-ucfc,0.703486
fed909c7-f4af-51e1-930a-a5892bf8c5d3,1441,Adrenalin Fight Nights,https://www.tapology.com/fightcenter/promotions/1441-adrenalin-fight-nights-afn,0.708099
31c1956c-0153-55d6-95fe-13b534c69072,3522,Adrenalin Fighting Championship,https://www.tapology.com/fightcenter/promotions/3522-adrenalin-fighting-championship-afc,0.706007
abda975c-62cc-5c58-ad50-e7be33101565,2465,Adrenalina MMA,https://www.tapology.com/fightcenter/promotions/2465-adrenalina-mma-amma,0.682348
40659afa-59ac-5045-9126-2587214c4132,917,Adrenalina Sport,https://www.tapology.com/fightcenter/promotions/917-adrenalina-fight-czstochowa-afc,0.675393
dfecbb3c-2ca1-5a73-b356-61d0083a2746,1535,Adrenaline Fight League,https://www.tapology.com/fightcenter/promotions/1535-adrenaline-fight-league-afl,0.701537
ed3db027-27c6-5d63-aeb1-f64ea8fbb67b,421,Adrenaline Fight Night,https://www.tapology.com/fightcenter/promotions/421-adrenaline-fight-night-afn,0.680811
adb2593c-1cb8-5ac2-81ec-e293d55ca4ce,2820,Adventure Combat Enterprises,https://www.tapology.com/fightcenter/promotions/2820-adventure-combat-enterprises-ace,0.674218
85672c08-6a47-5eba-84e6-03c11da97bd6,481,Adventure Fighters Tournament,https://www.tapology.com/fightcenter/promotions/481-adventure-fighters-tournament-aft,0.668057
561e788d-9eca-56e3-af78-ce2da291f7d5,2420,Adversity Combat Series,https://www.tapology.com/fightcenter/promotions/2420-adversity-combat-series-acs,0.724648
bbff085b-419e-5ae3-9a1c-2775bd956072,2744,Adygeya Combat League,https://www.tapology.com/fightcenter/promotions/2744-adygeya-combat-league-acl,0.697715
78238a65-263b-54ba-91e0-3e5a5cfd5328,1961,Aeron MMA,https://www.tapology.com/fightcenter/promotions/1961-aeron-mma-aeron,0.699866
1768b5c4-5d7b-5af4-b6d7-d71cc0d9064c,1184,Afghanistan Fighting Championship,https://www.tapology.com/fightcenter/promotions/1184-afghanistan-fighting-championship-afg,0.713491
4721ca07-e892-581d-85f4-17b79373c54f,3342,Afghanistan Superior Fighters,https://www.tapology.com/fightcenter/promotions/3342-afghanistan-superior-fighters-asf,0.731168
2e835c7a-d797-5f05-a1f5-0dfb1bd82afd,2721,Afghanistan Superior Fighters,https://www.tapology.com/fightcenter/promotions/2721-afghanistan-superior-fighters-asf,0.731168
71b8fa4f-939f-5eff-9710-4990fd163ae1,2774,Afribox Camp International,https://www.tapology.com/fightcenter/promotions/2774-afribox-camp-international-aci,0.702064
701eb561-5f22-5c7f-bca9-082dd6d2d94e,1121,African Fight League,https://www.tapology.com/fightcenter/promotions/1121-african-fight-league-afl,0.736867
a3671141-a8c4-541f-a914-3fc99d4a3a80,2072,African Fighting Championship,https://www.tapology.com/fightcenter/promotions/2072-african-fighting-championship-afc,0.702531
857a20ce-2866-5d02-b068-b6c90d69b7a4,3397,African Fighting Championship,https://www.tapology.com/fightcenter/promotions/3397-african-fighting-championship-afc,0.702531
643c88be-401e-5850-8e70-088ebd497f36,2073,African Fighting Championship,https://www.tapology.com/fightcenter/promotions/2073-african-fighting-championship-afc,0.702531
2e8db20b-34a1-547b-9ab2-eed3d8707a65,3724,African Knockout,https://www.tapology.com/fightcenter/promotions/3724-african-knockout-ako,0.683997
30126576-5271-5a72-a3d6-82b452f1a53a,1842,African Pride FC,https://www.tapology.com/fightcenter/promotions/1842-african-pride-fc-apfc,0.66007
feef24f0-53ee-5149-b065-d505e34716f7,1787,African Warriors Championship,https://www.tapology.com/fightcenter/promotions/1787-african-warriors-championship-awc,0.669127
ffce8518-e7e2-52e3-9b25-2c95dca17ebd,1230,Aftershock MMA,https://www.tapology.com/fightcenter/promotions/1230-aftershock-mma-as,0.680157
b8039101-21af-516a-b794-9e2d327ba297,1089,Age of Cage,https://www.tapology.com/fightcenter/promotions/1089-age-of-cage-aoc,0.6999
9e390b26-f899-59ed-8bc9-abc253d24c84,3311,Ageu Fight Ultimate,https://www.tapology.com/fightcenter/promotions/3311-ageu-fight-ultimate-afu,0.668908
7d4e1939-abab-59db-8580-4dc1b9176d36,891,Aggrelin,https://www.tapology.com/fightcenter/promotions/891-aggrelin-ag,0.685707
2e72a369-cec5-5ef2-9db1-a370a8284a36,219,Aggression Fighting Championship,https://www.tapology.com/fightcenter/promotions/219-aggression-fighting-championship-afc,0.690712
0075cd03-f3cc-5ca4-a60d-6bf1c301686a,104,Aggression MMA,https://www.tapology.com/fightcenter/promotions/104-aggression-mma-amma,0.686574
840a7ca1-6110-5c73-a0c8-3e0590cb4e57,1482,Aggression Session,https://www.tapology.com/fightcenter/promotions/1482-aggression-session-as,0.70323
b3477d99-7336-553c-999b-793b24baa13a,897,Aggressive Combat Championships,https://www.tapology.com/fightcenter/promotions/897-aggressive-combat-championships-acs,0.673382
3b015f6c-57e3-53b2-a8a4-724072a9ef1a,1515,Aggressive Fight League,https://www.tapology.com/fightcenter/promotions/1515-aggressive-fight-league-afl,0.671462
eb3e0e36-6daf-577b-8b40-67cffda92938,4354,Agon MMA,https://www.tapology.com/fightcenter/promotions/4354-agon-mma-amma,0.671762
73b8756e-f6d9-5b73-ba43-7c885b8a252e,3208,Agon Sports Events,https://www.tapology.com/fightcenter/promotions/3208-agon-sports-events-ase,0.724284
d778d3c4-0188-538b-a01f-a2c59e4bce89,2304,Aikol Fighting Championship,https://www.tapology.com/fightcenter/promotions/2304-aikol-fighting-championship-afc,0.67661
b44a8b0d-bb62-504d-8a8e-604bc11d3267,3542,Ainofea,https://www.tapology.com/fightcenter/promotions/3542-kaui-cage-match-kcm,0.667983
5a235f93-369c-5fe0-bb49-c9a10755e9de,1073,Airlie Fight Night,https://www.tapology.com/fightcenter/promotions/1073-airlie-fight-night-afn,0.668201
c1b0ef9d-5c98-5377-abda-bb19dfdf9629,3916,Airtight Boxing,https://www.tapology.com/fightcenter/promotions/3916-airtight-boxing-ab,0.719988
a87a472a-70b5-5d55-b05a-5f97cdd1f263,3614,Airão Combate,https://www.tapology.com/fightcenter/promotions/3614-airao-combate-ac,0.726352
824a27d3-fe6b-5bd0-8448-e1d0d77c80bd,3351,Aix Fight Tour,https://www.tapology.com/fightcenter/promotions/3351-aix-fight-tour-aft,0.681587
2b24c984-c2ae-5f7e-9b5e-71307414bbd0,4291,Ak Bars Fighting Championship,https://www.tapology.com/fightcenter/promotions/4291-ak-bars-fighting-championship-afc,0.717402
f5f75698-512f-50a7-bbbc-636a4789056a,4144,Akhmat Boxing,https://www.tapology.com/fightcenter/promotions/4144-akhmat-boxing-ab,0.729898
19fb6ba8-c6fc-55e1-bc1d-1e636e7a2d6e,1311,Akhmat Fight Club,https://www.tapology.com/fightcenter/promotions/1311-akhmat-fight-club-afc,0.728495
cc9e0ba0-4c9f-593d-8ac6-b6f28d39baf6,3957,Akkerman Club Promotion,https://www.tapology.com/fightcenter/promotions/3957-akkerman-club-promotion-acp,0.726421
c587f0b0-e3dc-5ec1-9877-27c6215f5b12,985,Akuma MMA,https://www.tapology.com/fightcenter/promotions/985-akuma-mma-akmma,0.707001
eefe8076-c868-59ba-a89b-d8d833bcf981,2826,Alabama Fighting Championship,https://www.tapology.com/fightcenter/promotions/2826-alabama-fighting-championship-afc,0.706568
8dd5ec7e-65dc-543b-8599-b4ae38aab592,1167,Alash Pride FC,https://www.tapology.com/fightcenter/promotions/1167-alash-pride-fc-apfc,0.710586
1b1af725-3458-5b1a-a9a9-2eef6cf3cd39,2129,Alaska Beatdown,https://www.tapology.com/fightcenter/promotions/2129-alaska-beatdown-ak,0.712459
94218c62-9a42-54cc-898e-84aa87f9ee14,244,Alaska Cage Fighting,https://www.tapology.com/fightcenter/promotions/244-alaska-cage-fighting-acf,0.721512
e195adca-f7e0-5fa8-82de-b718e3e5f941,3122,Alaska Combat Entertainment,https://www.tapology.com/fightcenter/promotions/3122-alaska-combat-entertainment-ace,0.723893
5dc65979-fbf2-5dac-9de4-9339791b2368,245,Alaska Fighting Championship,https://www.tapology.com/fightcenter/promotions/245-alaska-fighting-championship-afc,0.66055
b357d96f-3bad-50cc-bedb-75fab574e8a1,4054,Albanian Fighting Championship,https://www.tapology.com/fightcenter/promotions/4054-albanian-fighting-championship-afc,0.715186
9e186968-882c-5016-b36e-85311bc2833a,3795,Alcaraz Jr Promotions,https://www.tapology.com/fightcenter/promotions/3795-alcaraz-jr-promotions-ajp,0.697588
992a0be3-96ba-5826-83f1-90727cf4ae30,4071,Alessi Promotions,https://www.tapology.com/fightcenter/promotions/4071-alessi-promotions-ap,0.708622
61fd3313-25bd-5c92-9a42-574fb3728316,4872,Alexandria Fighting Club,https://www.tapology.com/fightcenter/promotions/4872-alexandria-fighting-club-afc,0.664609
56ed5c6c-6de3-5919-9737-f5503aa2db4c,2351,Alfa Fighting Championship,https://www.tapology.com/fightcenter/promotions/2351-alfa-fighting-championship-afc,0.722051
47d4778f-1752-5ffc-bc94-35b9da60c170,1640,Ali Combat Club,https://www.tapology.com/fightcenter/promotions/1640-ali-combat-club-acc,0.73666
541c5273-5289-5554-80ab-250010ba7192,3699,Alien Boi Boxing,https://www.tapology.com/fightcenter/promotions/3699-alien-boi-boxing-abb,0.681557
a0e00d8a-4f69-5b28-90bb-a0e7737f592c,3546,Alive Mixed Martial Arts,https://www.tapology.com/fightcenter/promotions/3546-alive-mixed-martial-arts-amma,0.739976
2761c80c-0f9c-5444-8061-ffccb5c3e308,3879,All Fighters Championship,https://www.tapology.com/fightcenter/promotions/3879-all-fighters-championship-afc,0.680736
0429e57b-35bb-5672-94e9-7d1a89239997,3621,All In MMA Championship,https://www.tapology.com/fightcenter/promotions/3621-all-in-mma-championship-aimma,0.707513
bf6228cc-1c53-5b1c-8e04-a831a7728ac2,1656,All In Promotions,https://www.tapology.com/fightcenter/promotions/1656-all-in-promotions-aip,0.706147
5a464c4d-b45c-5044-938c-f7d814911d8e,1633,All India Mixed Martial Arts Association,https://www.tapology.com/fightcenter/promotions/1633-all-india-mixed-martial-arts-association-aimmaa,0.720444
8da9ead6-40be-53a1-b471-c68f55ebadcb,3406,All India Mixed Martial Arts Federation,https://www.tapology.com/fightcenter/promotions/3406-all-india-mixed-martial-arts-federation-aimmaf,0.722333
c89663ab-f332-5006-9b96-4b8f9448d2e0,3772,All Japan Kickboxing Federation,https://www.tapology.com/fightcenter/promotions/3772-all-japan-kickboxing-federation-ajkf,0.701923
b4a2f636-308c-5049-add8-b58e285254ee,3095,All Out MMA,https://www.tapology.com/fightcenter/promotions/3095-all-out-mma-aomma,0.683249
4459c06a-2e5f-5538-8751-6f1ae44447a7,2225,All Powers Combat,https://www.tapology.com/fightcenter/promotions/2225-all-powers-combat-apc,0.728386
7ce0ad42-e5f0-596e-8746-5752cbac48c1,2212,All Russian Organisation For The Development Of Mixed Martial Arts,https://www.tapology.com/fightcenter/promotions/2212-ose-ose,0.670136
ac08b344-a103-5869-97ae-e52b8b37dcd8,2506,All Star Boxing,https://www.tapology.com/fightcenter/promotions/2506-all-star-boxing-asb,0.705962
dbaef4a2-425f-5320-aafa-eb8ba568cdfe,3706,All Star Boxing France,https://www.tapology.com/fightcenter/promotions/3706-all-star-boxing-asb,0.663917
1c19071e-e1e7-5116-b78f-21291afbd5ad,1065,All Star Promotions,https://www.tapology.com/fightcenter/promotions/1065-all-star-promotions-asp,0.732936
